cluster_id,service,processing_time,timestamp,num_replica,rps_per_replica,capacity
0,A,30,0,3,33.333333333333336,100.0
1,A,30,0,3,33.333333333333336,100.0
0,A,30,90000,3,33.333333333333336,100.0
1,A,30,90000,3,33.333333333333336,100.0
1,A,30,95000,1,33.333333333333336,33.333333333333336
0,A,30,95000,1,33.333333333333336,33.333333333333336
0,A,30,105000,1,33.333333333333336,33.333333333333336
1,A,30,105000,1,33.333333333333336,33.333333333333336
0,A,30,120000,1,33.333333333333336,33.333333333333336
1,A,30,120000,1,33.333333333333336,33.333333333333336
0,A,30,135000,1,33.333333333333336,33.333333333333336
1,A,30,135000,1,33.333333333333336,33.333333333333336
0,A,30,150000,1,33.333333333333336,33.333333333333336
1,A,30,150000,1,33.333333333333336,33.333333333333336
0,A,30,165000,1,33.333333333333336,33.333333333333336
1,A,30,165000,1,33.333333333333336,33.333333333333336
0,A,30,180000,1,33.333333333333336,33.333333333333336
1,A,30,180000,1,33.333333333333336,33.333333333333336
0,A,30,195000,1,33.333333333333336,33.333333333333336
1,A,30,195000,1,33.333333333333336,33.333333333333336
0,A,30,210000,1,33.333333333333336,33.333333333333336
1,A,30,210000,1,33.333333333333336,33.333333333333336
0,A,30,225000,1,33.333333333333336,33.333333333333336
1,A,30,225000,1,33.333333333333336,33.333333333333336
0,A,30,240000,1,33.333333333333336,33.333333333333336
1,A,30,240000,1,33.333333333333336,33.333333333333336
0,A,30,255000,1,33.333333333333336,33.333333333333336
1,A,30,255000,1,33.333333333333336,33.333333333333336
0,A,30,270000,1,33.333333333333336,33.333333333333336
1,A,30,270000,1,33.333333333333336,33.333333333333336
0,A,30,285000,1,33.333333333333336,33.333333333333336
1,A,30,285000,1,33.333333333333336,33.333333333333336
0,A,30,300000,1,33.333333333333336,33.333333333333336
1,A,30,300000,1,33.333333333333336,33.333333333333336
0,A,30,315000,1,33.333333333333336,33.333333333333336
1,A,30,315000,1,33.333333333333336,33.333333333333336
0,A,30,320000,2,33.333333333333336,66.66666666666667
