cluster_id,service,processing_time,timestamp,num_replica,rps_per_replica,capacity
0,A,30,0,4,33.333333333333336,133.33333333333334
1,A,30,0,3,33.333333333333336,100.0
0,A,30,0,4,33.333333333333336,133.33333333333334
1,A,30,0,3,33.333333333333336,100.0
0,A,30,15000,4,33.333333333333336,133.33333333333334
1,A,30,15000,3,33.333333333333336,100.0
0,A,30,20000,10,33.333333333333336,333.33333333333337
1,A,30,20000,9,33.333333333333336,300.0
0,A,30,30000,10,33.333333333333336,333.33333333333337
1,A,30,30000,9,33.333333333333336,300.0
1,A,30,35000,11,33.333333333333336,366.6666666666667
0,A,30,35000,14,33.333333333333336,466.6666666666667
0,A,30,45000,14,33.333333333333336,466.6666666666667
1,A,30,45000,11,33.333333333333336,366.6666666666667
0,A,30,60000,14,33.333333333333336,466.6666666666667
1,A,30,60000,11,33.333333333333336,366.6666666666667
0,A,30,75000,14,33.333333333333336,466.6666666666667
1,A,30,75000,11,33.333333333333336,366.6666666666667
0,A,30,90000,14,33.333333333333336,466.6666666666667
1,A,30,90000,11,33.333333333333336,366.6666666666667
0,A,30,98000,4,33.333333333333336,133.33333333333334
1,A,30,98000,9,33.333333333333336,300.0
0,A,30,105000,4,33.333333333333336,133.33333333333334
1,A,30,105000,9,33.333333333333336,300.0
0,A,30,110000,6,33.333333333333336,200.0
0,A,30,120000,6,33.333333333333336,200.0
1,A,30,120000,9,33.333333333333336,300.0
0,A,30,128000,5,33.333333333333336,166.66666666666669
0,A,30,135000,5,33.333333333333336,166.66666666666669
1,A,30,135000,9,33.333333333333336,300.0
0,A,30,143000,4,33.333333333333336,133.33333333333334
0,A,30,150000,4,33.333333333333336,133.33333333333334
1,A,30,150000,9,33.333333333333336,300.0
0,A,30,165000,4,33.333333333333336,133.33333333333334
1,A,30,165000,9,33.333333333333336,300.0
0,A,30,180000,4,33.333333333333336,133.33333333333334
1,A,30,180000,9,33.333333333333336,300.0
0,A,30,195000,4,33.333333333333336,133.33333333333334
1,A,30,195000,9,33.333333333333336,300.0
0,A,30,200000,6,33.333333333333336,200.0
0,A,30,210000,6,33.333333333333336,200.0
1,A,30,210000,9,33.333333333333336,300.0
0,A,30,225000,6,33.333333333333336,200.0
1,A,30,225000,9,33.333333333333336,300.0
0,A,30,240000,6,33.333333333333336,200.0
1,A,30,240000,9,33.333333333333336,300.0
0,A,30,255000,6,33.333333333333336,200.0
1,A,30,255000,9,33.333333333333336,300.0
0,A,30,260000,10,33.333333333333336,333.33333333333337
0,A,30,270000,10,33.333333333333336,333.33333333333337
1,A,30,270000,9,33.333333333333336,300.0
0,A,30,285000,10,33.333333333333336,333.33333333333337
1,A,30,285000,9,33.333333333333336,300.0
0,A,30,300000,10,33.333333333333336,333.33333333333337
1,A,30,300000,9,33.333333333333336,300.0
0,A,30,315000,10,33.333333333333336,333.33333333333337
1,A,30,315000,9,33.333333333333336,300.0
1,A,30,320000,10,33.333333333333336,333.33333333333337
0,A,30,320000,47,33.333333333333336,1566.6666666666667
0,A,30,330000,47,33.333333333333336,1566.6666666666667
1,A,30,330000,10,33.333333333333336,333.33333333333337
0,A,30,335000,51,33.333333333333336,1700.0000000000002
0,A,30,345000,51,33.333333333333336,1700.0000000000002
1,A,30,345000,10,33.333333333333336,333.33333333333337
0,A,30,360000,51,33.333333333333336,1700.0000000000002
1,A,30,360000,10,33.333333333333336,333.33333333333337
1,A,30,365000,13,33.333333333333336,433.33333333333337
0,A,30,375000,51,33.333333333333336,1700.0000000000002
1,A,30,375000,13,33.333333333333336,433.33333333333337
0,A,30,380000,61,33.333333333333336,2033.3333333333335
1,A,30,383000,12,33.333333333333336,400.0
0,A,30,390000,61,33.333333333333336,2033.3333333333335
1,A,30,390000,12,33.333333333333336,400.0
0,A,30,405000,61,33.333333333333336,2033.3333333333335
1,A,30,405000,12,33.333333333333336,400.0
0,A,30,410000,64,33.333333333333336,2133.3333333333335
0,A,30,420000,64,33.333333333333336,2133.3333333333335
1,A,30,420000,12,33.333333333333336,400.0
1,A,30,428000,10,33.333333333333336,333.33333333333337
0,A,30,435000,64,33.333333333333336,2133.3333333333335
1,A,30,435000,10,33.333333333333336,333.33333333333337
0,A,30,450000,64,33.333333333333336,2133.3333333333335
1,A,30,450000,10,33.333333333333336,333.33333333333337
0,A,30,458000,24,33.333333333333336,800.0
0,A,30,465000,24,33.333333333333336,800.0
1,A,30,465000,10,33.333333333333336,333.33333333333337
0,A,30,473000,22,33.333333333333336,733.3333333333334
0,A,30,480000,22,33.333333333333336,733.3333333333334
1,A,30,480000,10,33.333333333333336,333.33333333333337
0,A,30,495000,22,33.333333333333336,733.3333333333334
1,A,30,495000,10,33.333333333333336,333.33333333333337
0,A,30,510000,22,33.333333333333336,733.3333333333334
1,A,30,510000,10,33.333333333333336,333.33333333333337
0,A,30,525000,22,33.333333333333336,733.3333333333334
1,A,30,525000,10,33.333333333333336,333.33333333333337
0,A,30,540000,22,33.333333333333336,733.3333333333334
1,A,30,540000,10,33.333333333333336,333.33333333333337
0,A,30,555000,22,33.333333333333336,733.3333333333334
1,A,30,555000,10,33.333333333333336,333.33333333333337
0,A,30,560000,23,33.333333333333336,766.6666666666667
0,A,30,570000,23,33.333333333333336,766.6666666666667
1,A,30,570000,10,33.333333333333336,333.33333333333337
0,A,30,575000,24,33.333333333333336,800.0
0,A,30,585000,24,33.333333333333336,800.0
1,A,30,585000,10,33.333333333333336,333.33333333333337
0,A,30,590000,26,33.333333333333336,866.6666666666667
0,A,30,600000,26,33.333333333333336,866.6666666666667
1,A,30,600000,10,33.333333333333336,333.33333333333337
0,A,30,615000,26,33.333333333333336,866.6666666666667
1,A,30,615000,10,33.333333333333336,333.33333333333337
0,A,30,630000,26,33.333333333333336,866.6666666666667
1,A,30,630000,10,33.333333333333336,333.33333333333337
0,A,30,638000,13,33.333333333333336,433.33333333333337
0,A,30,645000,13,33.333333333333336,433.33333333333337
1,A,30,645000,10,33.333333333333336,333.33333333333337
0,A,30,653000,11,33.333333333333336,366.6666666666667
0,A,30,660000,11,33.333333333333336,366.6666666666667
1,A,30,660000,10,33.333333333333336,333.33333333333337
0,A,30,675000,11,33.333333333333336,366.6666666666667
1,A,30,675000,10,33.333333333333336,333.33333333333337
0,A,30,690000,11,33.333333333333336,366.6666666666667
1,A,30,690000,10,33.333333333333336,333.33333333333337
0,A,30,698000,10,33.333333333333336,333.33333333333337
0,A,30,705000,10,33.333333333333336,333.33333333333337
1,A,30,705000,10,33.333333333333336,333.33333333333337
0,A,30,720000,10,33.333333333333336,333.33333333333337
1,A,30,720000,10,33.333333333333336,333.33333333333337
0,A,30,735000,10,33.333333333333336,333.33333333333337
1,A,30,735000,10,33.333333333333336,333.33333333333337
0,A,30,740000,56,33.333333333333336,1866.6666666666667
0,A,30,750000,56,33.333333333333336,1866.6666666666667
1,A,30,750000,10,33.333333333333336,333.33333333333337
0,A,30,765000,56,33.333333333333336,1866.6666666666667
1,A,30,765000,10,33.333333333333336,333.33333333333337
0,A,30,770000,60,33.333333333333336,2000.0000000000002
0,A,30,780000,60,33.333333333333336,2000.0000000000002
1,A,30,780000,10,33.333333333333336,333.33333333333337
0,A,30,795000,60,33.333333333333336,2000.0000000000002
1,A,30,795000,10,33.333333333333336,333.33333333333337
0,A,30,810000,60,33.333333333333336,2000.0000000000002
1,A,30,810000,10,33.333333333333336,333.33333333333337
0,A,30,825000,60,33.333333333333336,2000.0000000000002
1,A,30,825000,10,33.333333333333336,333.33333333333337
0,A,30,840000,60,33.333333333333336,2000.0000000000002
1,A,30,840000,10,33.333333333333336,333.33333333333337
0,A,30,855000,60,33.333333333333336,2000.0000000000002
1,A,30,855000,10,33.333333333333336,333.33333333333337
0,A,30,870000,60,33.333333333333336,2000.0000000000002
1,A,30,870000,10,33.333333333333336,333.33333333333337
0,A,30,878000,41,33.333333333333336,1366.6666666666667
0,A,30,885000,41,33.333333333333336,1366.6666666666667
1,A,30,885000,10,33.333333333333336,333.33333333333337
0,A,30,900000,41,33.333333333333336,1366.6666666666667
